,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,MaxTemperature,WindSpeed
416,gazanjyk,0.0,TM,2019-07-02 23:16:07,42.0,39.24,55.52,23.79,3.59
417,woodward,40.0,US,2019-07-02 23:16:07,57.0,36.43,-99.39,33.89,7.62
418,micoud,20.0,LC,2019-07-02 23:16:07,74.0,13.82,-60.9,28.0,6.2
419,ossora,91.0,RU,2019-07-02 23:16:08,75.0,59.24,163.07,15.19,2.34
420,faya,5.0,SA,2019-07-02 23:16:08,31.0,18.39,42.45,23.0,1.5
421,itarema,22.0,BR,2019-07-02 23:16:08,89.0,-2.92,-39.92,23.39,2.54
422,fort frances,1.0,CA,2019-07-02 23:16:09,42.0,48.61,-93.4,29.0,4.6
423,lagos,40.0,NG,2019-07-02 23:16:09,88.0,6.46,3.39,26.0,1.0
424,khazar,0.0,RU,2019-07-02 23:16:09,43.0,41.99,48.34,18.59,3.1
425,opuwo,0.0,NA,2019-07-02 23:16:10,26.0,-18.06,13.84,10.99,3.46
426,lasa,0.0,CY,2019-07-02 23:16:10,64.0,34.92,32.53,26.0,2.6
428,aras,75.0,ES,2019-07-02 23:16:10,88.0,42.56,-2.36,18.33,4.6
429,constantine,40.0,DZ,2019-07-02 23:13:11,64.0,36.36,6.61,22.0,0.05
430,winslow,6.0,GB,2019-07-02 23:16:11,71.0,51.94,-0.88,13.89,2.6
431,petauke,1.0,ZM,2019-07-02 23:16:11,64.0,-14.25,31.33,18.79,3.17
432,lithakia,0.0,GR,2019-07-02 23:16:11,78.0,37.72,20.83,23.89,1.52
433,ko samui,20.0,TH,2019-07-02 23:16:12,74.0,9.54,99.94,29.0,3.6
434,carroll,36.0,AU,2019-07-02 23:16:12,66.0,-30.99,150.44,11.0,2.6
435,caboolture,20.0,AU,2019-07-02 23:16:12,87.0,-27.08,152.95,18.89,6.2
436,marsa matruh,0.0,EG,2019-07-02 23:13:30,83.0,31.35,27.25,25.0,3.1
437,brezova pod bradlom,76.0,SK,2019-07-02 23:16:13,87.0,48.66,17.54,19.0,1.0
438,vazante,0.0,BR,2019-07-02 23:16:13,53.0,-17.99,-46.9,17.69,0.68
439,hasaki,75.0,JP,2019-07-02 23:16:14,83.0,35.73,140.83,26.11,3.6
441,verkhoyansk,100.0,RU,2019-07-02 23:16:14,65.0,67.55,133.39,9.09,6.71
442,pontianak,99.0,ID,2019-07-02 23:16:14,84.0,-0.02,109.34,27.79,6.58
443,mango,94.0,CF,2019-07-02 23:16:15,98.0,4.65,22.36,21.19,0.69
444,san quintin,100.0,PH,2019-07-02 23:16:15,81.0,17.54,120.52,26.09,1.15
445,carndonagh,20.0,IE,2019-07-02 23:16:15,77.0,55.25,-7.27,12.39,2.24
446,fairview,75.0,CA,2019-07-02 23:16:16,55.0,56.07,-118.38,16.11,3.6
447,sitka,40.0,US,2019-07-02 23:16:16,33.0,37.17,-99.65,32.89,2.27
449,coahuayana,0.0,MX,2019-07-02 23:16:16,63.0,18.62,-100.35,30.09,0.55
450,velikiy ustyug,86.0,RU,2019-07-02 23:16:17,92.0,60.76,46.3,10.99,0.94
451,tecolutla,86.0,MX,2019-07-02 23:16:17,88.0,17.31,-98.74,19.39,1.74
452,tateyama,56.0,JP,2019-07-02 23:16:17,73.0,36.66,137.31,27.78,0.5
453,praia da vitoria,75.0,PT,2019-07-02 23:16:18,88.0,38.73,-27.07,22.0,3.09
454,invermere,100.0,CA,2019-07-02 23:16:18,69.0,50.51,-116.03,15.56,0.54
455,taman,0.0,RU,2019-07-02 23:16:18,100.0,45.22,36.72,16.0,3.0
456,palana,99.0,RU,2019-07-02 23:16:18,95.0,59.08,159.95,8.39,5.78
457,goderich,99.0,CA,2019-07-02 23:16:19,89.0,43.74,-81.71,23.33,0.45
458,barra patuca,27.0,HN,2019-07-02 23:16:19,83.0,15.8,-84.28,27.79,5.72
459,ternate,75.0,PH,2019-07-02 23:16:20,83.0,14.29,120.72,28.89,2.1
460,lepley,0.0,RU,2019-07-02 23:16:20,92.0,54.31,42.86,12.09,2.94
461,hoa binh,100.0,VN,2019-07-02 23:16:20,94.0,20.81,105.34,28.0,2.1
462,margate,20.0,AU,2019-07-02 23:16:21,75.0,-43.03,147.26,10.0,3.6
464,san rafael del sur,40.0,NI,2019-07-02 23:16:21,88.0,11.85,-86.44,28.0,6.2
465,yurty,75.0,RU,2019-07-02 23:16:21,92.0,56.05,97.64,15.29,2.78
466,valparaiso,1.0,US,2019-07-02 23:12:29,22.0,41.47,-87.06,33.33,3.6
467,sechura,3.0,PE,2019-07-02 23:16:22,87.0,-5.56,-80.82,18.29,7.32
468,rundu,0.0,NA,2019-07-02 23:16:22,30.0,-17.91,19.77,13.0,2.1
469,mahibadhoo,100.0,MV,2019-07-02 23:16:23,66.0,3.78,72.97,28.49,3.02
470,ponnani,75.0,IN,2019-07-02 23:16:23,94.0,10.77,75.93,26.0,5.76
471,russell,20.0,US,2019-07-02 23:12:14,38.0,38.9,-98.86,33.33,4.1
472,uni,27.0,RU,2019-07-02 23:16:23,84.0,57.75,51.49,12.49,1.37
473,campbell river,75.0,CA,2019-07-02 23:15:01,64.0,50.02,-125.24,22.78,4.6
474,batagay-alyta,100.0,RU,2019-07-02 23:16:24,94.0,67.8,130.41,2.19,2.96
475,denpasar,75.0,ID,2019-07-02 23:14:09,94.0,-8.65,115.22,26.0,5.1
477,roald,90.0,NO,2019-07-02 23:16:25,81.0,62.58,6.12,7.0,5.7
478,enshi,67.0,CN,2019-07-02 23:16:25,73.0,30.29,109.48,19.99,1.25
479,ambilobe,13.0,MG,2019-07-02 23:16:25,85.0,-13.19,49.05,20.79,1.72
480,lata,0.0,IN,2019-07-02 23:16:26,67.0,30.78,78.62,3.89,1.22
481,turochak,60.0,RU,2019-07-02 23:16:26,91.0,52.26,87.12,11.79,1.01
482,smithers,40.0,CA,2019-07-02 23:16:26,39.0,54.78,-127.17,27.0,3.1
483,arlit,79.0,NE,2019-07-02 23:16:27,10.0,18.74,7.39,36.79,6.4
484,bow island,75.0,CA,2019-07-02 23:16:27,34.0,49.87,-111.38,20.0,6.2
485,nelson bay,20.0,AU,2019-07-02 23:16:27,87.0,-32.72,152.14,14.44,4.6
487,huanren,18.0,CN,2019-07-02 23:16:28,65.0,41.26,125.37,20.99,2.47
488,lazaro cardenas,75.0,MX,2019-07-02 23:16:28,27.0,28.39,-105.62,30.0,8.2
489,kieta,28.0,PG,2019-07-02 23:16:29,71.0,-6.22,155.63,27.69,0.84
490,salalah,75.0,OM,2019-07-02 23:16:29,88.0,17.01,54.1,28.0,2.6
491,zyryanka,100.0,RU,2019-07-02 23:16:29,83.0,65.73,150.89,12.49,4.91
492,antofagasta,90.0,CL,2019-07-02 23:11:45,82.0,-23.65,-70.4,13.0,5.1
493,krasnaya gorbatka,0.0,RU,2019-07-02 23:16:30,95.0,55.87,41.76,11.49,2.94
494,baft,42.0,IR,2019-07-02 23:16:30,24.0,29.23,56.61,18.59,1.47
495,kyshtovka,1.0,RU,2019-07-02 23:16:30,89.0,56.56,76.62,16.39,1.29
496,berlevag,75.0,NO,2019-07-02 23:16:31,93.0,70.86,29.09,8.0,1.0
497,blagoyevo,100.0,RU,2019-07-02 23:16:31,86.0,63.37,47.92,12.39,1.47
498,bambous virieux,75.0,MU,2019-07-02 23:13:49,82.0,-20.34,57.76,20.0,0.5
499,houma,43.0,CN,2019-07-02 23:16:32,31.0,35.63,111.36,28.79,1.04
501,hobe sound,1.0,US,2019-07-02 23:16:19,74.0,27.06,-80.14,31.11,1.66
502,liverpool,20.0,GB,2019-07-02 23:13:53,71.0,53.41,-2.98,14.0,2.6
503,yar-sale,0.0,RU,2019-07-02 23:16:32,54.0,66.83,70.83,20.39,3.47
505,dangriga,20.0,BZ,2019-07-02 23:16:33,70.0,16.97,-88.23,31.0,4.1
506,unidos,96.0,PH,2019-07-02 23:16:33,87.0,8.59,123.67,24.99,0.41
507,chumikan,88.0,RU,2019-07-02 23:16:34,65.0,54.72,135.31,15.59,2.85
508,elizabeth city,1.0,US,2019-07-02 23:14:11,52.0,36.3,-76.22,34.0,3.1
509,puttlingen,0.0,DE,2019-07-02 23:16:34,55.0,49.29,6.89,17.22,4.1
510,alofi,75.0,NU,2019-07-02 23:14:51,74.0,-19.06,-169.92,26.0,7.2
511,manama,0.0,AE,2019-07-02 23:16:35,66.0,25.33,56.02,33.0,3.1
512,ixtapa,20.0,MX,2019-07-02 23:16:35,62.0,20.71,-105.21,30.56,4.6
513,kalemie,1.0,CD,2019-07-02 23:16:36,61.0,-5.95,29.2,18.29,1.88
514,cheney,40.0,US,2019-07-02 23:16:36,38.0,47.49,-117.58,25.56,4.6
515,nouadhibou,0.0,MR,2019-07-02 23:16:36,82.0,20.93,-17.03,20.0,7.2
516,zheleznodorozhnyy,0.0,RU,2019-07-02 23:12:28,82.0,55.75,38.0,16.67,2.0
517,lodja,3.0,CD,2019-07-02 23:16:37,52.0,-3.52,23.6,21.79,0.66
518,hami,30.0,CN,2019-07-02 23:16:37,17.0,42.84,93.51,30.89,2.09
519,srednekolymsk,100.0,RU,2019-07-02 23:16:37,55.0,67.46,153.71,13.79,5.68
520,kidal,0.0,ML,2019-07-02 23:12:47,34.0,18.44,1.41,31.79,13.65
522,newport,93.0,GB,2019-07-02 23:16:38,66.0,51.59,-3.0,14.44,3.6
523,conceicao do araguaia,1.0,BR,2019-07-02 23:12:43,58.0,-8.26,-49.26,24.09,0.87
524,katobu,53.0,ID,2019-07-02 23:16:39,89.0,-4.94,122.53,24.39,1.15
525,yarada,75.0,IN,2019-07-02 23:16:39,78.0,17.65,83.27,28.0,4.1
526,krasnoyarskaya,31.0,RU,2019-07-02 23:16:39,79.0,47.65,42.04,20.79,3.56
527,igarka,58.0,RU,2019-07-02 23:16:40,51.0,67.47,86.57,19.99,2.45
528,conway,40.0,US,2019-07-02 23:16:40,62.0,35.09,-92.44,33.89,2.6
529,camacha,20.0,PT,2019-07-02 23:16:40,68.0,33.08,-16.33,21.0,6.7
530,kaitong,100.0,CN,2019-07-02 23:16:41,59.0,44.81,123.15,23.69,1.92
531,traverse city,75.0,US,2019-07-02 23:12:36,83.0,44.76,-85.62,25.0,2.1
532,kigoma,0.0,TZ,2019-07-02 23:16:41,57.0,-4.88,29.64,24.79,1.05
533,cherdyn,100.0,RU,2019-07-02 23:16:41,98.0,60.4,56.48,14.39,3.11
534,kosh-agach,0.0,RU,2019-07-02 23:16:42,61.0,49.99,88.66,7.09,1.34
535,wanlaweyn,72.0,SO,2019-07-02 23:16:42,84.0,2.62,44.89,22.69,3.88
536,buraydah,0.0,SA,2019-07-02 23:16:43,24.0,26.33,43.97,33.0,4.1
537,uhlove,0.0,UA,2019-07-02 23:16:43,75.0,44.82,33.6,22.69,3.03
538,peterhead,75.0,AU,2019-07-02 23:16:43,100.0,-34.83,138.5,13.33,2.36
539,port hedland,2.0,AU,2019-07-02 23:16:44,51.0,-20.31,118.58,15.0,3.6
540,cam ranh,20.0,VN,2019-07-02 23:16:44,74.0,11.92,109.15,29.0,10.8
541,atherton,40.0,AU,2019-07-02 23:16:44,73.0,-17.27,145.48,21.67,2.6
542,lompoc,1.0,US,2019-07-02 23:14:23,63.0,34.64,-120.46,27.78,8.7
543,muli,100.0,CN,2019-07-02 23:16:45,74.0,28.08,109.56,23.39,0.87
544,kampong thum,100.0,KH,2019-07-02 23:16:45,79.0,12.71,104.89,26.19,5.16
545,coihaique,90.0,CL,2019-07-02 23:12:54,86.0,-45.58,-72.07,3.0,1.5
546,ballina,0.0,IE,2019-07-02 23:16:45,90.0,54.11,-9.15,12.22,2.34
547,hare bay,90.0,CA,2019-07-02 23:16:46,100.0,48.86,-53.99,9.0,4.6
548,shimoda,75.0,JP,2019-07-02 23:16:46,88.0,34.7,138.93,25.0,3.1
549,union,1.0,US,2019-07-02 23:12:19,51.0,40.7,-74.26,31.11,4.1
550,borovoy,100.0,RU,2019-07-02 23:16:47,97.0,63.23,52.89,14.89,3.84
551,ucluelet,90.0,CA,2019-07-02 23:15:59,82.0,48.94,-125.55,21.67,3.6
552,rio grande,0.0,BR,2019-07-02 23:16:47,71.0,-32.03,-52.1,12.0,2.1
553,huarmey,19.0,PE,2019-07-02 23:14:50,89.0,-10.07,-78.15,17.29,9.52
554,ankang,96.0,CN,2019-07-02 23:16:48,67.0,32.73,108.99,21.99,0.89
555,montego bay,20.0,JM,2019-07-02 23:13:13,74.0,18.47,-77.92,30.56,6.7
556,morgan city,1.0,US,2019-07-02 23:16:48,83.0,29.7,-91.21,27.78,3.6
557,saint-pierre,0.0,FR,2019-07-02 23:16:49,72.0,48.95,4.24,18.0,3.6
558,iranshahr,0.0,IR,2019-07-02 23:16:49,53.0,27.21,60.69,27.39,1.02
559,halifax,75.0,CA,2019-07-02 23:13:34,68.0,44.65,-63.58,19.0,5.7
560,miraflores,1.0,PE,2019-07-02 23:15:05,93.0,-16.39,-71.52,9.59,0.46
561,ola,89.0,RU,2019-07-02 23:16:50,93.0,59.58,151.3,7.59,4.01
563,morant bay,40.0,JM,2019-07-02 23:13:57,70.0,17.88,-76.41,29.0,7.2
566,ningxiang,58.0,CN,2019-07-02 23:16:51,78.0,28.28,112.55,26.0,4.0
567,tilichiki,87.0,RU,2019-07-02 23:16:51,63.0,60.47,166.1,14.59,5.07
568,kibala,0.0,TD,2019-07-02 23:16:51,74.0,9.11,18.35,29.0,1.58
569,maniitsoq,66.0,GL,2019-07-02 23:16:52,78.0,65.42,-52.9,4.49,3.04
570,tacuarembo,0.0,UY,2019-07-02 23:15:08,85.0,-31.73,-55.98,7.99,5.09
572,port macquarie,46.0,AU,2019-07-02 23:14:37,81.0,-31.43,152.91,13.89,3.1
573,chingirlau,2.0,KZ,2019-07-02 23:16:53,91.0,51.09,54.08,15.39,2.66
574,lukang,75.0,TW,2019-07-02 23:16:53,94.0,24.06,120.44,27.22,3.6
575,oranjemund,0.0,ZA,2019-07-02 23:16:54,75.0,-28.55,16.43,13.59,6.61
576,coffs harbour,14.0,AU,2019-07-02 23:16:54,93.0,-30.3,153.13,14.0,3.1
577,anaconda,75.0,US,2019-07-02 23:16:54,31.0,46.13,-112.94,25.0,5.1
579,pangkalanbuun,83.0,ID,2019-07-02 23:13:52,91.0,-2.68,111.62,25.19,0.77
580,zavyalovo,0.0,RU,2019-07-02 23:16:55,93.0,54.51,82.45,15.0,3.0
581,klaksvik,40.0,FO,2019-07-02 23:16:55,81.0,62.23,-6.59,7.0,3.6
582,panaba,0.0,MX,2019-07-02 23:16:56,74.0,21.28,-88.27,28.29,5.94
583,teluknaga,20.0,ID,2019-07-02 23:16:56,78.0,-6.1,106.64,25.0,3.6
584,oksbol,61.0,DK,2019-07-02 23:16:56,93.0,55.63,8.29,12.22,5.7
585,calama,0.0,CL,2019-07-02 23:16:57,15.0,-22.46,-68.93,15.0,7.2
586,komatipoort,0.0,MZ,2019-07-02 23:16:57,77.0,-25.43,31.96,8.33,2.07
587,wuzhou,69.0,CN,2019-07-02 23:16:57,87.0,23.48,111.3,27.09,3.25
588,rafai,76.0,CF,2019-07-02 23:16:58,97.0,4.95,23.92,20.09,0.52
590,hay river,75.0,CA,2019-07-02 23:16:58,76.0,60.82,-115.79,14.0,3.1
591,kainantu,84.0,PG,2019-07-02 23:16:58,80.0,-6.29,145.87,18.59,1.07
592,harper,1.0,US,2019-07-02 23:16:59,49.0,30.3,-99.24,32.0,5.7
593,talara,0.0,PE,2019-07-02 23:16:59,290.0,-4.58,-81.27,17.0,5.1
594,sao felix do xingu,8.0,BR,2019-07-02 23:16:59,61.0,-6.64,-51.99,23.79,1.08
595,panalingaan,100.0,PH,2019-07-02 23:17:00,74.0,8.78,117.42,28.99,5.29
596,vredendal,66.0,ZA,2019-07-02 23:17:00,78.0,-31.68,18.49,13.69,5.13
597,malegaon,100.0,IN,2019-07-02 23:17:00,81.0,20.56,74.52,24.89,4.57
598,finnsnes,1.0,NO,2019-07-02 23:17:01,100.0,69.23,17.98,7.0,4.6
600,gat,1.0,SN,2019-07-02 23:17:01,78.0,14.69,-16.54,25.0,4.6
601,yaan,100.0,NG,2019-07-02 23:17:02,94.0,7.38,8.57,24.19,3.06
602,juba,0.0,EE,2019-07-02 23:17:02,93.0,57.82,26.93,13.0,5.1
603,mountain home,20.0,US,2019-07-02 23:17:02,21.0,43.13,-115.69,28.0,9.8
604,sawakin,0.0,SD,2019-07-02 23:17:03,24.0,19.1,37.33,29.79,1.5
605,urdoma,98.0,RU,2019-07-02 23:17:03,98.0,61.74,48.55,12.49,1.05
606,aleksandrovskiy zavod,0.0,RU,2019-07-02 23:17:03,47.0,50.92,117.94,22.29,1.3
608,beaumont,90.0,US,2019-07-02 23:17:04,78.0,30.09,-94.1,28.0,4.6
609,el campo,1.0,US,2019-07-02 23:17:04,78.0,29.2,-96.27,28.33,4.1
610,havre-saint-pierre,1.0,CA,2019-07-02 23:17:05,76.0,50.23,-63.6,14.0,3.6
611,coxim,0.0,BR,2019-07-02 23:17:05,43.0,-18.5,-54.75,23.49,2.35
612,kenai,1.0,US,2019-07-02 23:17:05,60.0,60.55,-151.26,23.89,3.1
613,lukashin,0.0,AM,2019-07-02 23:17:06,40.0,40.19,44.0,20.0,2.6
614,kutum,100.0,SD,2019-07-02 23:17:06,64.0,14.2,24.66,23.59,3.25
615,port-gentil,20.0,GA,2019-07-02 23:17:06,88.0,-0.72,8.78,23.0,4.6
616,okhotsk,100.0,RU,2019-07-02 23:17:07,74.0,59.36,143.24,11.99,7.81
617,ciudad bolivar,97.0,VE,2019-07-02 23:17:07,65.0,8.12,-63.55,27.29,2.85
618,saldanha,0.0,PT,2019-07-02 23:17:07,56.0,41.42,-6.55,20.39,1.32
619,floresta,3.0,BR,2019-07-02 23:17:08,60.0,-8.6,-38.57,23.49,4.98
620,levelland,90.0,US,2019-07-02 23:17:08,39.0,33.59,-102.38,28.0,4.1
621,russellville,40.0,US,2019-07-02 23:17:08,62.0,35.28,-93.13,31.0,2.6
622,dabakala,97.0,CI,2019-07-02 23:17:09,96.0,8.36,-4.43,22.79,2.18
